step,day,minute_of_day,zone,zone_temp_c,radiant_temp_c,rh_pct,setpoint_c,occupied,pmv,ppd,comfort_enforced
58,1,885,SPACE3-1,21.692,20.912,23.05,21.0,True,-0.206,5.88,False
58,1,885,SPACE4-1,21.157,20.963,19.76,21.0,True,-0.277,6.59,False
58,1,885,SPACE5-1,23.677,22.379,26.4,21.0,True,0.179,5.66,False
59,1,900,SPACE1-1,22.662,21.989,23.27,21.0,True,0.008,5.0,False
59,1,900,SPACE2-1,21.831,21.604,20.53,21.0,True,-0.136,5.39,False
59,1,900,SPACE3-1,21.732,20.924,23.89,21.0,True,-0.195,5.79,False
59,1,900,SPACE4-1,21.197,20.989,20.27,21.0,True,-0.267,6.48,False
59,1,900,SPACE5-1,23.765,22.434,27.43,21.0,True,0.201,5.83,False
60,1,915,SPACE1-1,22.646,21.944,24.04,21.0,True,0.007,5.0,False
60,1,915,SPACE2-1,21.76,21.507,21.03,21.0,True,-0.151,5.47,False
60,1,915,SPACE3-1,21.751,20.924,24.64,21.0,True,-0.189,5.74,False
60,1,915,SPACE4-1,21.223,21.005,20.69,21.0,True,-0.261,6.41,False
60,1,915,SPACE5-1,23.837,22.484,28.4,21.0,True,0.22,6.0,False
61,1,930,SPACE1-1,22.55,21.866,24.84,21.0,True,-0.007,5.0,False
61,1,930,SPACE2-1,21.644,21.407,21.53,21.0,True,-0.17,5.6,False
61,1,930,SPACE3-1,21.708,20.912,25.41,21.0,True,-0.19,5.75,False
61,1,930,SPACE4-1,21.194,21.003,21.14,21.0,True,-0.261,6.42,False
61,1,930,SPACE5-1,23.843,22.515,29.4,21.0,True,0.23,6.1,False
62,1,945,SPACE1-1,22.416,21.689,25.63,21.0,True,-0.034,5.02,False
62,1,945,SPACE2-1,21.548,21.302,22.0,21.0,True,-0.189,5.74,False
62,1,945,SPACE3-1,21.67,20.874,26.1,21.0,True,-0.194,5.78,False
62,1,945,SPACE4-1,21.162,20.96,21.57,21.0,True,-0.267,6.48,False
62,1,945,SPACE5-1,23.856,22.534,30.34,21.0,True,0.24,6.19,False
63,1,960,SPACE1-1,22.315,21.59,26.3,21.0,True,-0.051,5.05,False
63,1,960,SPACE2-1,21.481,21.208,22.41,21.0,True,-0.203,5.85,False
63,1,960,SPACE3-1,21.651,20.851,26.71,21.0,True,-0.195,5.79,False
63,1,960,SPACE4-1,21.148,20.93,21.98,21.0,True,-0.269,6.5,False
63,1,960,SPACE5-1,23.888,22.544,31.19,21.0,True,0.25,6.3,False
64,1,975,SPACE1-1,22.231,21.461,26.92,21.0,True,-0.069,5.1,False
